Run,Model,Noise Reduction,Feature Extraction,Hyper-tuning,MAE,MSE,RMSE,R2
2,xgb,bandpass,delta_mfcc,grid,0.7411,0.8800,0.9381,0.0555
2,xgb,raw,delta_mfcc,grid,0.6116,0.6090,0.7804,0.3464
2,xgb,spectral_sub_dynamic,delta_mfcc,grid,0.6007,0.5205,0.7215,0.4413
2,xgb,steg,delta_mfcc,grid,0.6655,0.6321,0.7951,0.3216
2,xgb,wiener,delta_mfcc,grid,0.7069,0.8656,0.9304,0.0709
2,xgb,bandpass,delta_mfcc,random,0.5147,0.4628,0.6803,0.5033
2,xgb,raw,delta_mfcc,random,0.5322,0.3998,0.6323,0.5709
2,xgb,spectral_sub_dynamic,delta_mfcc,random,0.5764,0.4835,0.6953,0.4811
2,xgb,steg,delta_mfcc,random,0.6072,0.5443,0.7378,0.4158
2,xgb,wiener,delta_mfcc,random,0.6888,0.7813,0.8839,0.1614
2,xgb,bandpass,log_mel_spec,bayesian,0.6098,0.6469,0.8043,0.3057
2,xgb,raw,log_mel_spec,bayesian,0.4909,0.4330,0.6580,0.5352
2,xgb,spectral_sub_dynamic,log_mel_spec,bayesian,0.6881,0.9123,0.9551,0.0209
2,xgb,steg,log_mel_spec,bayesian,0.5820,0.5314,0.7290,0.4296
2,xgb,wiener,log_mel_spec,bayesian,0.6148,0.5399,0.7348,0.4205
2,xgb,bandpass,log_mel_spec,default,0.5809,0.7087,0.8418,0.2394
2,xgb,raw,log_mel_spec,default,0.5566,0.6372,0.7983,0.3161
2,xgb,spectral_sub_dynamic,log_mel_spec,default,0.6617,0.8283,0.9101,0.1109
2,xgb,steg,log_mel_spec,default,0.6688,0.6700,0.8185,0.2809
2,xgb,wiener,log_mel_spec,default,0.6349,0.5343,0.7310,0.4265
2,xgb,bandpass,log_mel_spec,grid,0.6676,0.8366,0.9147,0.1020
2,xgb,raw,log_mel_spec,grid,0.5132,0.4926,0.7019,0.4713
2,xgb,spectral_sub_dynamic,log_mel_spec,grid,0.7221,0.9566,0.9780,-0.0267
2,xgb,steg,log_mel_spec,grid,0.6655,0.7113,0.8434,0.2366
2,xgb,wiener,log_mel_spec,grid,0.6821,0.6931,0.8325,0.2561
2,xgb,bandpass,log_mel_spec,random,0.5882,0.5699,0.7549,0.3883
2,xgb,raw,log_mel_spec,random,0.5153,0.4789,0.6920,0.4860
2,xgb,spectral_sub_dynamic,log_mel_spec,random,0.6776,0.9001,0.9488,0.0339
2,xgb,steg,log_mel_spec,random,0.6417,0.6625,0.8139,0.2889
2,xgb,wiener,log_mel_spec,random,0.5720,0.4650,0.6819,0.5009
2,xgb,bandpass,mfcc,bayesian,0.4864,0.3957,0.6290,0.5753
2,xgb,raw,mfcc,bayesian,0.4970,0.3663,0.6052,0.6069
2,xgb,spectral_sub_dynamic,mfcc,bayesian,0.6825,0.7905,0.8891,0.1516
2,xgb,steg,mfcc,bayesian,0.5572,0.6222,0.7888,0.3322
2,xgb,wiener,mfcc,bayesian,0.7133,0.9280,0.9633,0.0040
2,xgb,bandpass,mfcc,default,0.6372,0.6534,0.8083,0.2987
2,xgb,raw,mfcc,default,0.5811,0.5078,0.7126,0.4550
2,xgb,spectral_sub_dynamic,mfcc,default,0.7060,0.7856,0.8863,0.1568
2,xgb,steg,mfcc,default,0.5435,0.6594,0.8121,0.2922
2,xgb,wiener,mfcc,default,0.7251,0.9888,0.9944,-0.0613
2,xgb,bandpass,mfcc,grid,0.4956,0.3937,0.6275,0.5774
2,xgb,raw,mfcc,grid,0.4862,0.3699,0.6082,0.6030
2,xgb,spectral_sub_dynamic,mfcc,grid,0.6311,0.6635,0.8146,0.2878
2,xgb,steg,mfcc,grid,0.6555,0.8126,0.9015,0.1278
2,xgb,wiener,mfcc,grid,0.7136,0.9450,0.9721,-0.0143
2,xgb,bandpass,mfcc,random,0.5905,0.5636,0.7507,0.3951
2,xgb,raw,mfcc,random,0.4682,0.3545,0.5954,0.6195
2,xgb,spectral_sub_dynamic,mfcc,random,0.7057,0.8639,0.9295,0.0728
2,xgb,steg,mfcc,random,0.6172,0.7187,0.8478,0.2286
2,xgb,wiener,mfcc,random,0.7258,0.9465,0.9729,-0.0159
2,xgb,bandpass,percussive_mfcc,bayesian,0.5781,0.5290,0.7273,0.4323
2,xgb,raw,percussive_mfcc,bayesian,0.4454,0.2828,0.5318,0.6965
2,xgb,spectral_sub_dynamic,percussive_mfcc,bayesian,0.7423,0.7585,0.8709,0.1859
2,xgb,steg,percussive_mfcc,bayesian,0.7101,0.8918,0.9444,0.0428
2,xgb,wiener,percussive_mfcc,bayesian,0.7311,0.9557,0.9776,-0.0257
2,xgb,bandpass,percussive_mfcc,default,0.5894,0.6151,0.7843,0.3398
2,xgb,raw,percussive_mfcc,default,0.5004,0.3733,0.6109,0.5994
2,xgb,spectral_sub_dynamic,percussive_mfcc,default,0.7509,0.9430,0.9711,-0.0122
2,xgb,steg,percussive_mfcc,default,0.6545,0.6878,0.8294,0.2618
2,xgb,wiener,percussive_mfcc,default,0.8214,1.0054,1.0027,-0.0790
2,xgb,bandpass,percussive_mfcc,grid,0.6440,0.6612,0.8131,0.2903
2,xgb,raw,percussive_mfcc,grid,0.6848,0.6982,0.8356,0.2506
2,xgb,spectral_sub_dynamic,percussive_mfcc,grid,0.7277,0.8486,0.9212,0.0892
2,xgb,steg,percussive_mfcc,grid,0.7265,0.8596,0.9271,0.0774
2,xgb,wiener,percussive_mfcc,grid,0.7762,1.0205,1.0102,-0.0953
2,xgb,bandpass,percussive_mfcc,random,0.6168,0.5893,0.7676,0.3675
2,xgb,raw,percussive_mfcc,random,0.5490,0.4671,0.6835,0.4986
2,xgb,spectral_sub_dynamic,percussive_mfcc,random,0.7269,0.7456,0.8635,0.1997
2,xgb,steg,percussive_mfcc,random,0.7256,0.9366,0.9678,-0.0052
2,xgb,wiener,percussive_mfcc,random,0.7565,0.9850,0.9925,-0.0572
3,rf,bandpass,chroma,default,1.1600,1.6714,1.2928,0.0000
3,rf,db1_dwt,chroma,default,0.9567,1.0730,1.0358,0.0000
3,rf,db8_dwt,chroma,default,1.0183,1.2242,1.1064,0.0000
3,rf,raw,chroma,default,0.9767,1.0108,1.0054,0.0000
3,rf,spectral_sub_dynamic,chroma,default,0.8450,0.7597,0.8716,0.0000
3,rf,steg,chroma,default,1.1333,1.6050,1.2669,0.0000
3,rf,wiener,chroma,default,1.4667,2.2716,1.5072,0.0000
3,rf,bandpass,chroma,grid,1.3987,2.3343,1.5278,0.0000
3,rf,db1_dwt,chroma,grid,1.1122,1.3138,1.1462,0.0000
3,rf,db8_dwt,chroma,grid,1.1206,1.2723,1.1280,0.0000
3,rf,raw,chroma,grid,1.1827,1.7259,1.3138,0.0000
3,rf,spectral_sub_dynamic,chroma,grid,1.0482,1.1669,1.0803,0.0000
3,rf,steg,chroma,grid,1.3109,1.7919,1.3386,0.0000
3,rf,wiener,chroma,grid,1.3459,1.8536,1.3615,0.0000
3,rf,bandpass,chroma,random,1.3458,2.1205,1.4562,0.0000
3,rf,db1_dwt,chroma,random,1.0602,1.1511,1.0729,0.0000
3,rf,db8_dwt,chroma,random,1.2884,1.6605,1.2886,0.0000
3,rf,raw,chroma,random,1.2004,1.8017,1.3423,0.0000
3,rf,spectral_sub_dynamic,chroma,random,1.3274,1.7675,1.3295,0.0000
3,rf,steg,chroma,random,1.3996,1.9590,1.3997,0.0000
3,rf,wiener,chroma,random,1.2717,1.6378,1.2798,0.0000
3,rf,bandpass,db1_wavelet,default,0.7417,0.5642,0.7511,0.0000
3,rf,db1_dwt,db1_wavelet,default,1.4617,2.9793,1.7261,0.0000
3,rf,db8_dwt,db1_wavelet,default,1.8150,3.3559,1.8319,0.0000
3,rf,raw,db1_wavelet,default,1.2750,1.6288,1.2763,0.0000
3,rf,spectral_sub_dynamic,db1_wavelet,default,1.5250,2.5662,1.6019,0.0000
3,rf,steg,db1_wavelet,default,1.4317,2.3198,1.5231,0.0000
3,rf,wiener,db1_wavelet,default,1.0317,1.1565,1.0754,0.0000
3,rf,bandpass,db1_wavelet,grid,0.8099,0.6841,0.8271,0.0000
3,rf,db1_dwt,db1_wavelet,grid,1.3130,2.2171,1.4890,0.0000
3,rf,db8_dwt,db1_wavelet,grid,1.6252,2.7038,1.6443,0.0000
3,rf,raw,db1_wavelet,grid,1.0776,1.2899,1.1358,0.0000
3,rf,spectral_sub_dynamic,db1_wavelet,grid,1.5766,2.8055,1.6750,0.0000
3,rf,steg,db1_wavelet,grid,1.5331,2.5847,1.6077,0.0000
3,rf,wiener,db1_wavelet,grid,0.9999,1.0114,1.0057,0.0000
3,rf,bandpass,db1_wavelet,random,1.0600,1.2067,1.0985,0.0000
3,rf,db1_dwt,db1_wavelet,random,1.4359,2.2149,1.4882,0.0000
3,rf,db8_dwt,db1_wavelet,random,1.4880,2.2888,1.5129,0.0000
3,rf,raw,db1_wavelet,random,1.3732,1.8862,1.3734,0.0000
3,rf,spectral_sub_dynamic,db1_wavelet,random,1.3924,1.9993,1.4140,0.0000
3,rf,steg,db1_wavelet,random,1.3798,1.9503,1.3965,0.0000
3,rf,wiener,db1_wavelet,random,0.9223,0.8705,0.9330,0.0000
3,rf,bandpass,delta_mfcc,default,1.1900,1.4342,1.1976,0.0000
3,rf,db1_dwt,delta_mfcc,default,0.9000,0.8668,0.9310,0.0000
3,rf,db8_dwt,delta_mfcc,default,1.0700,1.1724,1.0828,0.0000
3,rf,raw,delta_mfcc,default,1.2667,1.6343,1.2784,0.0000
3,rf,spectral_sub_dynamic,delta_mfcc,default,1.0667,1.1503,1.0725,0.0000
3,rf,steg,delta_mfcc,default,0.9817,0.9661,0.9829,0.0000
3,rf,wiener,delta_mfcc,default,1.1850,1.4455,1.2023,0.0000
3,rf,bandpass,delta_mfcc,grid,1.1768,1.4178,1.1907,0.0000
3,rf,db1_dwt,delta_mfcc,grid,0.9947,0.9972,0.9986,0.0000
3,rf,db8_dwt,delta_mfcc,grid,0.9125,0.8339,0.9132,0.0000
3,rf,raw,delta_mfcc,grid,1.1990,1.4670,1.2112,0.0000
3,rf,spectral_sub_dynamic,delta_mfcc,grid,1.0857,1.2077,1.0990,0.0000
3,rf,steg,delta_mfcc,grid,1.0016,1.0070,1.0035,0.0000
3,rf,wiener,delta_mfcc,grid,1.0027,1.0320,1.0159,0.0000
3,rf,bandpass,delta_mfcc,random,1.0589,1.1338,1.0648,0.0000
3,rf,db1_dwt,delta_mfcc,random,1.0066,1.0182,1.0090,0.0000
3,rf,db8_dwt,delta_mfcc,random,0.9439,0.8916,0.9443,0.0000
3,rf,raw,delta_mfcc,random,1.1310,1.2956,1.1382,0.0000
3,rf,spectral_sub_dynamic,delta_mfcc,random,1.1019,1.2287,1.1085,0.0000
3,rf,steg,delta_mfcc,random,1.0133,1.0308,1.0153,0.0000
3,rf,wiener,delta_mfcc,random,1.0482,1.1195,1.0581,0.0000
3,rf,bandpass,log_mel_spec,default,1.4100,2.9007,1.7031,0.0000
3,rf,db1_dwt,log_mel_spec,default,1.2583,1.6890,1.2996,0.0000
3,rf,db8_dwt,log_mel_spec,default,1.5933,2.8337,1.6833,0.0000
3,rf,raw,log_mel_spec,default,1.6417,3.9243,1.9810,0.0000
3,rf,spectral_sub_dynamic,log_mel_spec,default,0.9717,0.9632,0.9814,0.0000
3,rf,steg,log_mel_spec,default,1.1000,1.3277,1.1523,0.0000
3,rf,wiener,log_mel_spec,default,1.2533,1.5943,1.2627,0.0000
3,rf,bandpass,log_mel_spec,grid,1.4480,2.5485,1.5964,0.0000
3,rf,db1_dwt,log_mel_spec,grid,1.2597,1.6723,1.2932,0.0000
3,rf,db8_dwt,log_mel_spec,grid,1.7133,3.8368,1.9588,0.0000
3,rf,raw,log_mel_spec,grid,1.5325,3.0971,1.7598,0.0000
3,rf,spectral_sub_dynamic,log_mel_spec,grid,1.0664,1.1657,1.0797,0.0000
3,rf,steg,log_mel_spec,grid,1.1148,1.2773,1.1302,0.0000
3,rf,wiener,log_mel_spec,grid,1.2821,1.7017,1.3045,0.0000
3,rf,bandpass,log_mel_spec,random,1.4386,2.1208,1.4563,0.0000
3,rf,db1_dwt,log_mel_spec,random,1.3935,1.9420,1.3935,0.0000
3,rf,db8_dwt,log_mel_spec,random,1.4873,2.3154,1.5216,0.0000
3,rf,raw,log_mel_spec,random,1.5059,2.6231,1.6196,0.0000
3,rf,spectral_sub_dynamic,log_mel_spec,random,1.0488,1.1377,1.0666,0.0000
3,rf,steg,log_mel_spec,random,1.1067,1.2572,1.1213,0.0000
3,rf,wiener,log_mel_spec,random,1.4133,2.0207,1.4215,0.0000
3,rf,bandpass,mfcc,default,1.4583,2.1851,1.4782,0.0000
3,rf,db1_dwt,mfcc,default,1.0883,1.2756,1.1294,0.0000
3,rf,db8_dwt,mfcc,default,1.2967,1.8044,1.3433,0.0000
3,rf,raw,mfcc,default,1.5133,2.3670,1.5385,0.0000
3,rf,spectral_sub_dynamic,mfcc,default,1.1383,1.3758,1.1730,0.0000
3,rf,steg,mfcc,default,1.2917,1.6994,1.3036,0.0000
3,rf,wiener,mfcc,default,1.1550,1.4376,1.1990,0.0000
3,rf,bandpass,mfcc,grid,1.3098,1.8996,1.3783,0.0000
3,rf,db1_dwt,mfcc,grid,1.1074,1.3050,1.1424,0.0000
3,rf,db8_dwt,mfcc,grid,1.2890,1.6812,1.2966,0.0000
3,rf,raw,mfcc,grid,1.3399,1.9130,1.3831,0.0000
3,rf,spectral_sub_dynamic,mfcc,grid,1.3626,2.0517,1.4324,0.0000
3,rf,steg,mfcc,grid,1.4164,2.2311,1.4937,0.0000
3,rf,wiener,mfcc,grid,1.2533,1.7130,1.3088,0.0000
3,rf,bandpass,mfcc,random,1.2594,1.6067,1.2676,0.0000
3,rf,db1_dwt,mfcc,random,1.0716,1.2554,1.1205,0.0000
3,rf,db8_dwt,mfcc,random,1.4253,2.0363,1.4270,0.0000
3,rf,raw,mfcc,random,1.4079,2.0455,1.4302,0.0000
3,rf,spectral_sub_dynamic,mfcc,random,1.4501,2.2001,1.4833,0.0000
3,rf,steg,mfcc,random,1.3947,2.0583,1.4347,0.0000
3,rf,wiener,mfcc,random,1.2370,1.5824,1.2579,0.0000
3,rf,bandpass,percussive_mfcc,default,1.2583,1.6549,1.2864,0.0000
3,rf,db1_dwt,percussive_mfcc,default,0.9217,0.8700,0.9328,0.0000
3,rf,db8_dwt,percussive_mfcc,default,0.9633,1.0080,1.0040,0.0000
3,rf,raw,percussive_mfcc,default,1.5817,2.5568,1.5990,0.0000
3,rf,spectral_sub_dynamic,percussive_mfcc,default,1.1850,1.4884,1.2200,0.0000
3,rf,steg,percussive_mfcc,default,1.1483,1.3433,1.1590,0.0000
3,rf,wiener,percussive_mfcc,default,1.2700,1.6166,1.2715,0.0000
3,rf,bandpass,percussive_mfcc,grid,1.3537,1.9024,1.3793,0.0000
3,rf,db1_dwt,percussive_mfcc,grid,1.5046,2.2690,1.5063,0.0000
3,rf,db8_dwt,percussive_mfcc,grid,1.2599,1.6224,1.2737,0.0000
3,rf,raw,percussive_mfcc,grid,1.5351,2.4451,1.5637,0.0000
3,rf,spectral_sub_dynamic,percussive_mfcc,grid,1.4372,2.0792,1.4420,0.0000
3,rf,steg,percussive_mfcc,grid,1.5377,2.3778,1.5420,0.0000
3,rf,wiener,percussive_mfcc,grid,1.3448,1.8874,1.3738,0.0000
3,rf,bandpass,percussive_mfcc,random,1.3250,1.7908,1.3382,0.0000
3,rf,db1_dwt,percussive_mfcc,random,1.4167,2.0089,1.4174,0.0000
3,rf,db8_dwt,percussive_mfcc,random,1.3274,1.7678,1.3296,0.0000
3,rf,raw,percussive_mfcc,random,1.4361,2.1382,1.4623,0.0000
3,rf,spectral_sub_dynamic,percussive_mfcc,random,1.3729,1.8890,1.3744,0.0000
3,rf,steg,percussive_mfcc,random,1.4467,2.1182,1.4554,0.0000
3,rf,wiener,percussive_mfcc,random,1.3680,1.8749,1.3693,0.0000
3,rf,bandpass,rms,default,1.2150,1.7716,1.3310,0.0000
3,rf,db1_dwt,rms,default,1.2950,1.7582,1.3260,0.0000
3,rf,db8_dwt,rms,default,1.6017,3.8347,1.9582,0.0000
3,rf,raw,rms,default,1.4283,2.5952,1.6109,0.0000
3,rf,spectral_sub_dynamic,rms,default,1.6867,3.6413,1.9082,0.0000
3,rf,steg,rms,default,1.6867,3.6413,1.9082,0.0000
3,rf,wiener,rms,default,1.2033,1.5374,1.2399,0.0000
3,rf,bandpass,rms,grid,1.4987,2.9741,1.7245,0.0000
3,rf,db1_dwt,rms,grid,1.3161,1.7468,1.3217,0.0000
3,rf,db8_dwt,rms,grid,1.5182,2.9227,1.7096,0.0000
3,rf,raw,rms,grid,1.5720,2.8575,1.6904,0.0000
3,rf,spectral_sub_dynamic,rms,grid,1.5313,3.0983,1.7602,0.0000
3,rf,steg,rms,grid,1.5437,3.1714,1.7809,0.0000
3,rf,wiener,rms,grid,1.2442,1.7224,1.3124,0.0000
3,rf,bandpass,rms,random,1.4000,1.9599,1.4000,0.0000
3,rf,db1_dwt,rms,random,1.3915,1.9670,1.4025,0.0000
3,rf,db8_dwt,rms,random,1.4408,2.1253,1.4579,0.0000
3,rf,raw,rms,random,1.3965,1.9503,1.3965,0.0000
3,rf,spectral_sub_dynamic,rms,random,1.5203,2.4288,1.5585,0.0000
3,rf,steg,rms,random,1.5203,2.4288,1.5585,0.0000
3,rf,wiener,rms,random,1.3939,1.9432,1.3940,0.0000
3,rf,bandpass,spectral_centroid,default,1.3700,2.4299,1.5588,0.0000
3,rf,db1_dwt,spectral_centroid,default,1.1217,1.2730,1.1283,0.0000
3,rf,db8_dwt,spectral_centroid,default,1.1116,1.2979,1.1393,0.0000
3,rf,raw,spectral_centroid,default,1.2183,1.5926,1.2620,0.0000
3,rf,spectral_sub_dynamic,spectral_centroid,default,1.2942,2.3118,1.5204,0.0000
3,rf,steg,spectral_centroid,default,1.0622,1.3354,1.1556,0.0000
3,rf,wiener,spectral_centroid,default,1.9408,4.1738,2.0430,0.0000
3,rf,bandpass,spectral_centroid,grid,1.4770,2.7291,1.6520,0.0000
3,rf,db1_dwt,spectral_centroid,grid,1.2258,1.5101,1.2289,0.0000
3,rf,db8_dwt,spectral_centroid,grid,1.2077,1.5729,1.2541,0.0000
3,rf,raw,spectral_centroid,grid,1.2707,1.7742,1.3320,0.0000
3,rf,spectral_sub_dynamic,spectral_centroid,grid,1.4064,2.1727,1.4740,0.0000
3,rf,steg,spectral_centroid,grid,1.3399,2.0377,1.4275,0.0000
3,rf,wiener,spectral_centroid,grid,2.0134,4.4446,2.1082,0.0000
3,rf,bandpass,spectral_centroid,random,1.4726,2.2427,1.4976,0.0000
3,rf,db1_dwt,spectral_centroid,random,1.3955,1.9764,1.4058,0.0000
3,rf,db8_dwt,spectral_centroid,random,1.1799,1.4857,1.2189,0.0000
3,rf,raw,spectral_centroid,random,1.2837,1.8546,1.3618,0.0000
3,rf,spectral_sub_dynamic,spectral_centroid,random,1.4012,1.9638,1.4014,0.0000
3,rf,steg,spectral_centroid,random,1.3722,1.9144,1.3836,0.0000
3,rf,wiener,spectral_centroid,random,1.9501,4.0258,2.0064,0.0000
3,rf,bandpass,spectral_contrast,default,0.9333,1.0155,1.0077,0.0000
3,rf,db1_dwt,spectral_contrast,default,1.1933,1.4511,1.2046,0.0000
3,rf,db8_dwt,spectral_contrast,default,1.7983,3.3255,1.8236,0.0000
3,rf,raw,spectral_contrast,default,1.2017,1.6325,1.2777,0.0000
3,rf,spectral_sub_dynamic,spectral_contrast,default,1.1300,1.2804,1.1315,0.0000
3,rf,steg,spectral_contrast,default,1.1050,1.2416,1.1143,0.0000
3,rf,wiener,spectral_contrast,default,1.9733,3.9633,1.9908,0.0000
3,rf,bandpass,spectral_contrast,grid,0.9695,0.9645,0.9821,0.0000
3,rf,db1_dwt,spectral_contrast,grid,1.0834,1.2002,1.0955,0.0000
3,rf,db8_dwt,spectral_contrast,grid,1.6065,2.7123,1.6469,0.0000
3,rf,raw,spectral_contrast,grid,1.1366,1.4280,1.1950,0.0000
3,rf,spectral_sub_dynamic,spectral_contrast,grid,0.9774,0.9640,0.9818,0.0000
3,rf,steg,spectral_contrast,grid,1.1180,1.2585,1.1218,0.0000
3,rf,wiener,spectral_contrast,grid,1.6847,2.8611,1.6915,0.0000
3,rf,bandpass,spectral_contrast,random,1.2264,1.5105,1.2290,0.0000
3,rf,db1_dwt,spectral_contrast,random,1.3688,1.9005,1.3786,0.0000
3,rf,db8_dwt,spectral_contrast,random,1.4371,2.0946,1.4473,0.0000
3,rf,raw,spectral_contrast,random,1.3805,1.9064,1.3807,0.0000
3,rf,spectral_sub_dynamic,spectral_contrast,random,1.2040,1.4500,1.2042,0.0000
3,rf,steg,spectral_contrast,random,1.2342,1.5236,1.2344,0.0000
3,rf,wiener,spectral_contrast,random,1.5889,2.5446,1.5952,0.0000
3,rf,bandpass,spectral_flux,default,1.6367,3.5972,1.8966,0.0000
3,rf,db1_dwt,spectral_flux,default,1.4917,2.7681,1.6638,0.0000
3,rf,db8_dwt,spectral_flux,default,1.1306,1.4169,1.1903,0.0000
3,rf,raw,spectral_flux,default,0.9483,0.9003,0.9488,0.0000
3,rf,spectral_sub_dynamic,spectral_flux,default,1.3717,2.6375,1.6241,0.0000
3,rf,steg,spectral_flux,default,1.4950,3.2137,1.7927,0.0000
3,rf,wiener,spectral_flux,default,0.8983,0.8186,0.9048,0.0000
3,rf,bandpass,spectral_flux,grid,1.4503,2.5286,1.5902,0.0000
3,rf,db1_dwt,spectral_flux,grid,1.3936,2.2543,1.5014,0.0000
3,rf,db8_dwt,spectral_flux,grid,1.2048,1.6279,1.2759,0.0000
3,rf,raw,spectral_flux,grid,0.9193,0.8677,0.9315,0.0000
3,rf,spectral_sub_dynamic,spectral_flux,grid,1.6551,3.4056,1.8454,0.0000
3,rf,steg,spectral_flux,grid,1.7055,3.6758,1.9172,0.0000
3,rf,wiener,spectral_flux,grid,0.9211,0.8640,0.9295,0.0000
3,rf,bandpass,spectral_flux,random,1.4317,2.0689,1.4384,0.0000
3,rf,db1_dwt,spectral_flux,random,1.4275,2.2758,1.5086,0.0000
3,rf,db8_dwt,spectral_flux,random,1.1812,1.8455,1.3585,0.0000
3,rf,raw,spectral_flux,random,1.3959,1.9485,1.3959,0.0000
3,rf,spectral_sub_dynamic,spectral_flux,random,1.6660,3.0885,1.7574,0.0000
3,rf,steg,spectral_flux,random,1.6406,3.2719,1.8088,0.0000
3,rf,wiener,spectral_flux,random,1.0509,1.1115,1.0543,0.0000
3,rf,bandpass,spectral_rolloff,default,1.2033,1.6360,1.2791,0.0000
3,rf,db1_dwt,spectral_rolloff,default,1.4633,2.5004,1.5813,0.0000
3,rf,db8_dwt,spectral_rolloff,default,1.1883,1.4856,1.2189,0.0000
3,rf,raw,spectral_rolloff,default,1.2067,2.0804,1.4424,0.0000
3,rf,spectral_sub_dynamic,spectral_rolloff,default,0.8817,0.7803,0.8833,0.0000
3,rf,steg,spectral_rolloff,default,1.0107,1.0380,1.0188,0.0000
3,rf,wiener,spectral_rolloff,default,1.2647,1.6261,1.2752,0.0000
3,rf,bandpass,spectral_rolloff,grid,1.2649,2.0065,1.4165,0.0000
3,rf,db1_dwt,spectral_rolloff,grid,1.6189,2.8565,1.6901,0.0000
3,rf,db8_dwt,spectral_rolloff,grid,1.5813,2.9459,1.7164,0.0000
3,rf,raw,spectral_rolloff,grid,1.3696,2.6465,1.6268,0.0000
3,rf,spectral_sub_dynamic,spectral_rolloff,grid,0.8589,0.7407,0.8606,0.0000
3,rf,steg,spectral_rolloff,grid,1.0169,1.0527,1.0260,0.0000
3,rf,wiener,spectral_rolloff,grid,1.7802,3.1785,1.7828,0.0000
3,rf,bandpass,spectral_rolloff,random,1.1949,1.8605,1.3640,0.0000
3,rf,db1_dwt,spectral_rolloff,random,1.4251,2.0432,1.4294,0.0000
3,rf,db8_dwt,spectral_rolloff,random,1.4051,2.3680,1.5388,0.0000
3,rf,raw,spectral_rolloff,random,1.2033,1.5139,1.2304,0.0000
3,rf,spectral_sub_dynamic,spectral_rolloff,random,1.2220,1.4945,1.2225,0.0000
3,rf,steg,spectral_rolloff,random,1.3308,1.7732,1.3316,0.0000
3,rf,wiener,spectral_rolloff,random,1.8669,3.5019,1.8713,0.0000
3,rf,bandpass,zcr,default,1.0283,1.0592,1.0292,0.0000
3,rf,db1_dwt,zcr,default,0.7133,0.5299,0.7279,0.0000
3,rf,db8_dwt,zcr,default,1.0150,1.2609,1.1229,0.0000
3,rf,raw,zcr,default,1.6800,3.6871,1.9202,0.0000
3,rf,spectral_sub_dynamic,zcr,default,1.1983,1.5401,1.2410,0.0000
3,rf,steg,zcr,default,1.2017,1.4838,1.2181,0.0000
3,rf,wiener,zcr,default,1.6150,3.0114,1.7354,0.0000
3,rf,bandpass,zcr,grid,1.2008,1.5039,1.2263,0.0000
3,rf,db1_dwt,zcr,grid,0.8107,0.6598,0.8123,0.0000
3,rf,db8_dwt,zcr,grid,1.0694,1.4010,1.1836,0.0000
3,rf,raw,zcr,grid,1.6510,3.8211,1.9548,0.0000
3,rf,spectral_sub_dynamic,zcr,grid,1.4136,2.0752,1.4406,0.0000
3,rf,steg,zcr,grid,1.2843,1.7324,1.3162,0.0000
3,rf,wiener,zcr,grid,1.6260,2.9364,1.7136,0.0000
3,rf,bandpass,zcr,random,1.3712,1.8994,1.3782,0.0000
3,rf,db1_dwt,zcr,random,1.2340,1.5245,1.2347,0.0000
3,rf,db8_dwt,zcr,random,1.1989,1.7095,1.3075,0.0000
3,rf,raw,zcr,random,1.4025,1.9671,1.4025,0.0000
3,rf,spectral_sub_dynamic,zcr,random,1.3533,1.8505,1.3603,0.0000
3,rf,steg,zcr,random,1.3406,1.8034,1.3429,0.0000
3,rf,wiener,zcr,random,1.5573,2.6945,1.6415,0.0000
3,et,bandpass,chroma,default,1.5160,2.5325,1.5914,0.0000
3,et,db1_dwt,chroma,default,1.0605,1.2282,1.1083,0.0000
3,et,db8_dwt,chroma,default,0.7403,0.5530,0.7436,0.0000
3,et,raw,chroma,default,1.3662,2.2767,1.5089,0.0000
3,et,spectral_sub_dynamic,chroma,default,1.1255,1.8376,1.3556,0.0000
3,et,steg,chroma,default,1.1562,1.4797,1.2164,0.0000
3,et,wiener,chroma,default,1.2888,1.7576,1.3258,0.0000
3,et,bandpass,chroma,grid,1.4902,2.5596,1.5999,0.0000
3,et,db1_dwt,chroma,grid,1.0605,1.2282,1.1083,0.0000
3,et,db8_dwt,chroma,grid,0.7403,0.5530,0.7436,0.0000
3,et,raw,chroma,grid,1.2870,2.2208,1.4902,0.0000
3,et,spectral_sub_dynamic,chroma,grid,1.2002,1.9329,1.3903,0.0000
3,et,steg,chroma,grid,1.1570,1.4436,1.2015,0.0000
3,et,wiener,chroma,grid,1.2478,1.6436,1.2820,0.0000
3,et,bandpass,chroma,random,1.4412,2.3356,1.5283,0.0000
3,et,db1_dwt,chroma,random,1.0792,1.2324,1.1101,0.0000
3,et,db8_dwt,chroma,random,1.1164,1.2466,1.1165,0.0000
3,et,raw,chroma,random,1.3451,1.9575,1.3991,0.0000
3,et,spectral_sub_dynamic,chroma,random,1.0884,1.5325,1.2380,0.0000
3,et,steg,chroma,random,1.3824,1.9612,1.4004,0.0000
3,et,wiener,chroma,random,1.1720,1.4956,1.2229,0.0000
3,et,bandpass,db1_wavelet,default,0.8157,0.7091,0.8421,0.0000
3,et,db1_dwt,db1_wavelet,default,1.1465,1.5508,1.2453,0.0000
3,et,db8_dwt,db1_wavelet,default,1.3350,1.8189,1.3487,0.0000
3,et,raw,db1_wavelet,default,0.8777,0.8676,0.9315,0.0000
